Fecha,Producto,Categoria,Region,Vendedor,Unidades,Precio_Unitario,Ingresos,Costo,Utilidad,Mes,Trimestre,Año
2023-06-27,Teclado,Accesorios,Norte,Carlos,8,79.99,639.92,282.16,357.76,6,2,2023
2023-06-28,Laptop,Computadoras,Este,Ana,14,899.99,12599.86,6529.58,6070.28,6,2,2023
2023-06-28,Mouse,Accesorios,Sur,Carlos,8,29.99,239.92,104.9,135.02,6,2,2023
2023-06-28,Teclado,Accesorios,Oeste,Carlos,14,79.99,1119.86,522.21,597.65,6,2,2023
2023-06-29,Laptop,Computadoras,Este,Pedro,7,899.99,6299.93,3597.3,2702.63,6,2,2023
2023-06-29,Mouse,Accesorios,Norte,Ana,12,29.99,359.88,158.86,201.02,6,2,2023
2023-06-29,Teclado,Accesorios,Sur,Ana,11,79.99,879.89,364.48,515.41,6,2,2023
2023-06-30,Laptop,Computadoras,Este,Ana,11,899.99,9899.89,4096.59,5803.3,6,2,2023
2023-06-30,Mouse,Accesorios,Sur,Ana,13,29.99,389.87,229.3,160.57,6,2,2023
2023-06-30,Teclado,Accesorios,Este,Ana,18,79.99,1439.82,721.9,717.92,6,2,2023
2023-07-01,Laptop,Computadoras,Sur,Pedro,2,899.99,1799.98,867.38,932.6,7,3,2023
2023-07-01,Mouse,Accesorios,Norte,María,15,29.99,449.85,252.89,196.96,7,3,2023
2023-07-01,Teclado,Accesorios,Oeste,Carlos,18,79.99,1439.82,816.62,623.2,7,3,2023
2023-07-02,Laptop,Computadoras,Norte,Ana,15,899.99,13499.85,6296.85,7203.0,7,3,2023
2023-07-02,Mouse,Accesorios,Oeste,María,19,29.99,569.81,306.97,262.84,7,3,2023
2023-07-02,Teclado,Accesorios,Sur,María,12,79.99,959.88,531.99,427.89,7,3,2023
2023-07-03,Laptop,Computadoras,Este,Carlos,13,899.99,11699.87,6211.81,5488.06,7,3,2023
2023-07-03,Mouse,Accesorios,Norte,Pedro,11,29.99,329.89,141.96,187.93,7,3,2023
2023-07-03,Teclado,Accesorios,Oeste,Luis,5,79.99,399.95,230.04,169.91,7,3,2023
2023-07-04,Laptop,Computadoras,Norte,Luis,1,899.99,899.99,457.03,442.96,7,3,2023
2023-07-04,Mouse,Accesorios,Oeste,María,3,29.99,89.97,41.07,48.9,7,3,2023
2023-07-04,Teclado,Accesorios,Norte,Carlos,19,79.99,1519.81,737.18,782.63,7,3,2023
2023-07-05,Laptop,Computadoras,Oeste,Luis,7,899.99,6299.93,2567.31,3732.62,7,3,2023
2023-07-05,Mouse,Accesorios,Oeste,María,12,29.99,359.88,153.16,206.72,7,3,2023
2023-07-05,Teclado,Accesorios,Sur,Pedro,15,79.99,1199.85,663.65,536.2,7,3,2023
2023-07-06,Laptop,Computadoras,Oeste,Luis,5,899.99,4499.95,1799.99,2699.96,7,3,2023
2023-07-06,Mouse,Accesorios,Sur,María,15,29.99,449.85,217.42,232.43,7,3,2023
2023-07-06,Teclado,Accesorios,Oeste,María,8,79.99,639.92,322.84,317.08,7,3,2023
2023-07-07,Laptop,Computadoras,Este,Ana,10,899.99,8999.9,3698.3,5301.6,7,3,2023
2023-07-07,Mouse,Accesorios,Este,Pedro,16,29.99,479.84,285.32,194.52,7,3,2023
2023-07-07,Teclado,Accesorios,Este,Ana,8,79.99,639.92,284.91,355.01,7,3,2023
2023-07-08,Laptop,Computadoras,Oeste,Carlos,1,899.99,899.99,414.75,485.24,7,3,2023
2023-07-08,Mouse,Accesorios,Sur,Ana,12,29.99,359.88,165.83,194.05,7,3,2023
2023-07-08,Teclado,Accesorios,Sur,Ana,5,79.99,399.95,178.41,221.54,7,3,2023
2023-07-09,Laptop,Computadoras,Oeste,Luis,3,899.99,2699.97,1080.78,1619.19,7,3,2023
2023-07-09,Mouse,Accesorios,Este,María,1,29.99,29.99,16.37,13.62,7,3,2023
2023-07-09,Teclado,Accesorios,Este,Pedro,4,79.99,319.96,189.85,130.11,7,3,2023
2023-07-10,Laptop,Computadoras,Sur,Ana,8,899.99,7199.92,3202.95,3996.97,7,3,2023
2023-07-10,Mouse,Accesorios,Este,Pedro,3,29.99,89.97,47.92,42.05,7,3,2023
2023-07-10,Teclado,Accesorios,Norte,Ana,10,79.99,799.9,438.65,361.25,7,3,2023
2023-07-11,Laptop,Computadoras,Sur,Carlos,2,899.99,1799.98,1025.42,774.56,7,3,2023
2023-07-11,Mouse,Accesorios,Este,Ana,11,29.99,329.89,159.84,170.05,7,3,2023
2023-07-11,Teclado,Accesorios,Sur,Luis,10,79.99,799.9,368.42,431.48,7,3,2023
2023-07-12,Laptop,Computadoras,Norte,María,14,899.99,12599.86,5859.68,6740.18,7,3,2023
2023-07-12,Mouse,Accesorios,Sur,Carlos,7,29.99,209.93,113.89,96.04,7,3,2023
2023-07-12,Teclado,Accesorios,Sur,Ana,2,79.99,159.98,90.13,69.85,7,3,2023
2023-07-13,Laptop,Computadoras,Sur,Pedro,9,899.99,8099.91,3534.18,4565.73,7,3,2023
2023-07-13,Mouse,Accesorios,Sur,Carlos,16,29.99,479.84,227.53,252.31,7,3,2023
2023-07-13,Teclado,Accesorios,Norte,Carlos,13,79.99,1039.87,603.53,436.34,7,3,2023
2023-07-14,Laptop,Computadoras,Oeste,Ana,9,899.99,8099.91,4546.79,3553.12,7,3,2023
2023-07-14,Mouse,Accesorios,Sur,Carlos,4,29.99,119.96,71.61,48.35,7,3,2023
2023-07-14,Teclado,Accesorios,Sur,Pedro,10,79.99,799.9,440.62,359.28,7,3,2023
2023-07-15,Laptop,Computadoras,Este,Carlos,12,899.99,10799.88,5169.24,5630.64,7,3,2023
2023-07-15,Mouse,Accesorios,Sur,Pedro,17,29.99,509.83,264.16,245.67,7,3,2023
2023-07-15,Teclado,Accesorios,Este,Ana,14,79.99,1119.86,595.99,523.87,7,3,2023
2023-07-16,Laptop,Computadoras,Oeste,María,14,899.99,12599.86,5237.65,7362.21,7,3,2023
2023-07-16,Mouse,Accesorios,Norte,Carlos,2,29.99,59.98,30.52,29.46,7,3,2023
2023-07-16,Teclado,Accesorios,Norte,María,11,79.99,879.89,476.78,403.11,7,3,2023
2023-07-17,Laptop,Computadoras,Oeste,Pedro,16,899.99,14399.84,6241.82,8158.02,7,3,2023
2023-07-17,Mouse,Accesorios,Norte,Carlos,19,29.99,569.81,316.89,252.92,7,3,2023
2023-07-17,Teclado,Accesorios,Oeste,Luis,6,79.99,479.94,248.01,231.93,7,3,2023
2023-07-18,Laptop,Computadoras,Oeste,María,19,899.99,17099.81,10096.49,7003.32,7,3,2023
2023-07-18,Mouse,Accesorios,Oeste,Carlos,5,29.99,149.95,61.25,88.7,7,3,2023
2023-07-18,Teclado,Accesorios,Norte,María,4,79.99,319.96,144.96,175.0,7,3,2023
2023-07-19,Laptop,Computadoras,Este,Carlos,15,899.99,13499.85,7024.12,6475.73,7,3,2023
2023-07-19,Mouse,Accesorios,Oeste,Ana,4,29.99,119.96,55.1,64.86,7,3,2023
2023-07-19,Teclado,Accesorios,Sur,María,10,79.99,799.9,434.25,365.65,7,3,2023
2023-07-20,Laptop,Computadoras,Norte,Luis,3,899.99,2699.97,1489.85,1210.12,7,3,2023
2023-07-20,Mouse,Accesorios,Oeste,Luis,5,29.99,149.95,63.05,86.9,7,3,2023
2023-07-20,Teclado,Accesorios,Oeste,Pedro,6,79.99,479.94,241.3,238.64,7,3,2023
2023-07-21,Laptop,Computadoras,Sur,Carlos,8,899.99,7199.92,3612.76,3587.16,7,3,2023
2023-07-21,Mouse,Accesorios,Este,María,7,29.99,209.93,99.48,110.45,7,3,2023
2023-07-21,Teclado,Accesorios,Este,Pedro,10,79.99,799.9,469.21,330.69,7,3,2023
2023-07-22,Laptop,Computadoras,Este,María,6,899.99,5399.94,3053.67,2346.27,7,3,2023
2023-07-22,Mouse,Accesorios,Oeste,Carlos,14,29.99,419.86,226.49,193.37,7,3,2023
2023-07-22,Teclado,Accesorios,Oeste,Luis,4,79.99,319.96,173.7,146.26,7,3,2023
2023-07-23,Laptop,Computadoras,Oeste,Ana,13,899.99,11699.87,5760.35,5939.52,7,3,2023
2023-07-23,Mouse,Accesorios,Norte,Luis,17,29.99,509.83,297.84,211.99,7,3,2023
2023-07-23,Teclado,Accesorios,Sur,Pedro,7,79.99,559.93,301.76,258.17,7,3,2023
2023-07-24,Laptop,Computadoras,Oeste,Ana,4,899.99,3599.96,1964.84,1635.12,7,3,2023
2023-07-24,Mouse,Accesorios,Sur,Pedro,14,29.99,419.86,240.3,179.56,7,3,2023
2023-07-24,Teclado,Accesorios,Sur,Carlos,3,79.99,239.97,109.14,130.83,7,3,2023
2023-07-25,Laptop,Computadoras,Este,Ana,5,899.99,4499.95,2526.34,1973.61,7,3,2023
2023-07-25,Mouse,Accesorios,Norte,Pedro,16,29.99,479.84,210.67,269.17,7,3,2023
2023-07-25,Teclado,Accesorios,Oeste,Carlos,4,79.99,319.96,150.08,169.88,7,3,2023
2023-07-26,Laptop,Computadoras,Este,Luis,2,899.99,1799.98,840.81,959.17,7,3,2023
2023-07-26,Mouse,Accesorios,Este,Carlos,18,29.99,539.82,321.57,218.25,7,3,2023
2023-07-26,Teclado,Accesorios,Oeste,María,19,79.99,1519.81,868.28,651.53,7,3,2023
2023-07-27,Laptop,Computadoras,Sur,Carlos,19,899.99,17099.81,9237.9,7861.91,7,3,2023
2023-07-27,Mouse,Accesorios,Este,Carlos,17,29.99,509.83,278.07,231.76,7,3,2023
2023-07-27,Teclado,Accesorios,Sur,María,14,79.99,1119.86,573.83,546.03,7,3,2023
2023-07-28,Laptop,Computadoras,Norte,Pedro,19,899.99,17099.81,10078.94,7020.87,7,3,2023
2023-07-28,Mouse,Accesorios,Sur,Pedro,13,29.99,389.87,194.64,195.23,7,3,2023
2023-07-28,Teclado,Accesorios,Norte,Carlos,12,79.99,959.88,457.0,502.88,7,3,2023
2023-07-29,Laptop,Computadoras,Sur,María,6,899.99,5399.94,2336.05,3063.89,7,3,2023
2023-07-29,Mouse,Accesorios,Este,María,4,29.99,119.96,66.85,53.11,7,3,2023
2023-07-29,Teclado,Accesorios,Este,Luis,19,79.99,1519.81,831.17,688.64,7,3,2023
2023-07-30,Laptop,Computadoras,Norte,Pedro,16,899.99,14399.84,6866.87,7532.97,7,3,2023
2023-07-30,Mouse,Accesorios,Oeste,Ana,13,29.99,389.87,157.91,231.96,7,3,2023
2023-07-30,Teclado,Accesorios,Norte,Pedro,4,79.99,319.96,181.67,138.29,7,3,2023
2023-07-31,Laptop,Computadoras,Norte,Pedro,17,899.99,15299.83,6154.87,9144.96,7,3,2023
2023-07-31,Mouse,Accesorios,Sur,Luis,1,29.99,29.99,16.22,13.77,7,3,2023
2023-07-31,Teclado,Accesorios,Sur,Ana,18,79.99,1439.82,855.33,584.49,7,3,2023
2023-08-01,Laptop,Computadoras,Norte,Luis,17,899.99,15299.83,7459.16,7840.67,8,3,2023
2023-08-01,Mouse,Accesorios,Este,Ana,15,29.99,449.85,201.08,248.77,8,3,2023
2023-08-01,Teclado,Accesorios,Sur,Carlos,11,79.99,879.89,476.0,403.89,8,3,2023
2023-08-02,Laptop,Computadoras,Oeste,Ana,13,899.99,11699.87,6592.01,5107.86,8,3,2023
2023-08-02,Mouse,Accesorios,Sur,Luis,1,29.99,29.99,15.27,14.72,8,3,2023
2023-08-02,Teclado,Accesorios,Sur,Pedro,17,79.99,1359.83,806.93,552.9,8,3,2023
2023-08-03,Laptop,Computadoras,Oeste,Ana,6,899.99,5399.94,2215.78,3184.16,8,3,2023
2023-08-03,Mouse,Accesorios,Norte,Ana,4,29.99,119.96,60.1,59.86,8,3,2023
2023-08-03,Teclado,Accesorios,Oeste,María,16,79.99,1279.84,695.84,584.0,8,3,2023
2023-08-04,Laptop,Computadoras,Norte,Pedro,15,899.99,13499.85,7729.04,5770.81,8,3,2023
2023-08-04,Mouse,Accesorios,Norte,Carlos,15,29.99,449.85,196.07,253.78,8,3,2023
2023-08-04,Teclado,Accesorios,Norte,Luis,6,79.99,479.94,268.77,211.17,8,3,2023
2023-08-05,Laptop,Computadoras,Oeste,Carlos,15,899.99,13499.85,6892.23,6607.62,8,3,2023
2023-08-05,Mouse,Accesorios,Norte,Pedro,14,29.99,419.86,201.24,218.62,8,3,2023
2023-08-05,Teclado,Accesorios,Este,Ana,11,79.99,879.89,375.13,504.76,8,3,2023
2023-08-06,Laptop,Computadoras,Oeste,Ana,7,899.99,6299.93,3610.23,2689.7,8,3,2023
2023-08-06,Mouse,Accesorios,Este,Pedro,9,29.99,269.91,116.45,153.46,8,3,2023
2023-08-06,Teclado,Accesorios,Norte,Ana,16,79.99,1279.84,591.23,688.61,8,3,2023
2023-08-07,Laptop,Computadoras,Sur,Ana,5,899.99,4499.95,2061.02,2438.93,8,3,2023
2023-08-07,Mouse,Accesorios,Norte,Ana,10,29.99,299.9,172.23,127.67,8,3,2023
2023-08-07,Teclado,Accesorios,Este,Luis,18,79.99,1439.82,769.64,670.18,8,3,2023
2023-08-08,Laptop,Computadoras,Este,Luis,3,899.99,2699.97,1510.19,1189.78,8,3,2023
2023-08-08,Mouse,Accesorios,Oeste,María,13,29.99,389.87,175.48,214.39,8,3,2023
2023-08-08,Teclado,Accesorios,Sur,Carlos,11,79.99,879.89,461.92,417.97,8,3,2023
2023-08-09,Laptop,Computadoras,Oeste,Pedro,17,899.99,15299.83,7869.46,7430.37,8,3,2023
2023-08-09,Mouse,Accesorios,Este,Pedro,13,29.99,389.87,220.89,168.98,8,3,2023
2023-08-09,Teclado,Accesorios,Norte,Pedro,6,79.99,479.94,278.95,200.99,8,3,2023
2023-08-10,Laptop,Computadoras,Sur,María,17,899.99,15299.83,6157.13,9142.7,8,3,2023
2023-08-10,Mouse,Accesorios,Norte,Luis,13,29.99,389.87,208.5,181.37,8,3,2023
2023-08-10,Teclado,Accesorios,Norte,María,19,79.99,1519.81,623.68,896.13,8,3,2023
2023-08-11,Laptop,Computadoras,Sur,Pedro,19,899.99,17099.81,8717.0,8382.81,8,3,2023
2023-08-11,Mouse,Accesorios,Oeste,Carlos,10,29.99,299.9,137.21,162.69,8,3,2023
2023-08-11,Teclado,Accesorios,Norte,Ana,3,79.99,239.97,110.71,129.26,8,3,2023
2023-08-12,Laptop,Computadoras,Este,Luis,14,899.99,12599.86,5929.39,6670.47,8,3,2023
2023-08-12,Mouse,Accesorios,Norte,Luis,19,29.99,569.81,298.73,271.08,8,3,2023
2023-08-12,Teclado,Accesorios,Sur,María,5,79.99,399.95,186.7,213.25,8,3,2023
2023-08-13,Laptop,Computadoras,Sur,Luis,5,899.99,4499.95,2459.4,2040.55,8,3,2023
2023-08-13,Mouse,Accesorios,Sur,Pedro,17,29.99,509.83,245.18,264.65,8,3,2023
2023-08-13,Teclado,Accesorios,Oeste,Pedro,10,79.99,799.9,330.9,469.0,8,3,2023
2023-08-14,Laptop,Computadoras,Norte,María,5,899.99,4499.95,2505.36,1994.59,8,3,2023
2023-08-14,Mouse,Accesorios,Oeste,Pedro,4,29.99,119.96,54.84,65.12,8,3,2023
2023-08-14,Teclado,Accesorios,Oeste,Carlos,6,79.99,479.94,233.52,246.42,8,3,2023
2023-08-15,Laptop,Computadoras,Sur,María,4,899.99,3599.96,1933.5,1666.46,8,3,2023
2023-08-15,Mouse,Accesorios,Sur,Carlos,7,29.99,209.93,97.93,112.0,8,3,2023
2023-08-15,Teclado,Accesorios,Oeste,Ana,7,79.99,559.93,230.31,329.62,8,3,2023
2023-08-16,Laptop,Computadoras,Norte,Carlos,18,899.99,16199.82,7691.42,8508.4,8,3,2023
2023-08-16,Mouse,Accesorios,Este,Ana,3,29.99,89.97,52.98,36.99,8,3,2023
2023-08-16,Teclado,Accesorios,Oeste,Ana,1,79.99,79.99,42.26,37.73,8,3,2023
2023-08-17,Laptop,Computadoras,Norte,Carlos,4,899.99,3599.96,1923.44,1676.52,8,3,2023
2023-08-17,Mouse,Accesorios,Sur,María,6,29.99,179.94,94.73,85.21,8,3,2023
2023-08-17,Teclado,Accesorios,Sur,Pedro,9,79.99,719.91,316.62,403.29,8,3,2023
2023-08-18,Laptop,Computadoras,Norte,Pedro,14,899.99,12599.86,6094.13,6505.73,8,3,2023
2023-08-18,Mouse,Accesorios,Este,Ana,12,29.99,359.88,198.0,161.88,8,3,2023
2023-08-18,Teclado,Accesorios,Sur,Ana,4,79.99,319.96,134.47,185.49,8,3,2023
2023-08-19,Laptop,Computadoras,Sur,María,12,899.99,10799.88,4920.11,5879.77,8,3,2023
2023-08-19,Mouse,Accesorios,Sur,Luis,10,29.99,299.9,136.53,163.37,8,3,2023
2023-08-19,Teclado,Accesorios,Norte,Carlos,7,79.99,559.93,272.35,287.58,8,3,2023
2023-08-20,Laptop,Computadoras,Oeste,Ana,3,899.99,2699.97,1609.38,1090.59,8,3,2023
2023-08-20,Mouse,Accesorios,Sur,Pedro,14,29.99,419.86,173.61,246.25,8,3,2023
2023-08-20,Teclado,Accesorios,Oeste,María,10,79.99,799.9,402.94,396.96,8,3,2023
2023-08-21,Laptop,Computadoras,Este,Carlos,16,899.99,14399.84,6276.5,8123.34,8,3,2023
2023-08-21,Mouse,Accesorios,Sur,María,16,29.99,479.84,285.09,194.75,8,3,2023
2023-08-21,Teclado,Accesorios,Sur,Carlos,10,79.99,799.9,338.09,461.81,8,3,2023
2023-08-22,Laptop,Computadoras,Este,Carlos,13,899.99,11699.87,5624.36,6075.51,8,3,2023
2023-08-22,Mouse,Accesorios,Sur,Ana,6,29.99,179.94,98.53,81.41,8,3,2023
2023-08-22,Teclado,Accesorios,Oeste,María,12,79.99,959.88,519.21,440.67,8,3,2023
2023-08-23,Laptop,Computadoras,Norte,María,9,899.99,8099.91,3924.78,4175.13,8,3,2023
2023-08-23,Mouse,Accesorios,Oeste,Pedro,13,29.99,389.87,182.97,206.9,8,3,2023
2023-08-23,Teclado,Accesorios,Norte,Pedro,4,79.99,319.96,153.43,166.53,8,3,2023
2023-08-24,Laptop,Computadoras,Norte,Ana,11,899.99,9899.89,4483.22,5416.67,8,3,2023
2023-08-24,Mouse,Accesorios,Oeste,Ana,18,29.99,539.82,238.1,301.72,8,3,2023
2023-08-24,Teclado,Accesorios,Oeste,Luis,11,79.99,879.89,436.96,442.93,8,3,2023
2023-08-25,Laptop,Computadoras,Oeste,Pedro,4,899.99,3599.96,1633.33,1966.63,8,3,2023
2023-08-25,Mouse,Accesorios,Oeste,Carlos,18,29.99,539.82,246.96,292.86,8,3,2023
2023-08-25,Teclado,Accesorios,Este,María,1,79.99,79.99,42.5,37.49,8,3,2023
2023-08-26,Laptop,Computadoras,Sur,Ana,7,899.99,6299.93,3740.32,2559.61,8,3,2023
2023-08-26,Mouse,Accesorios,Norte,María,6,29.99,179.94,93.7,86.24,8,3,2023
2023-08-26,Teclado,Accesorios,Oeste,María,15,79.99,1199.85,498.41,701.44,8,3,2023
2023-08-27,Laptop,Computadoras,Oeste,Luis,18,899.99,16199.82,6724.82,9475.0,8,3,2023
2023-08-27,Mouse,Accesorios,Oeste,Pedro,11,29.99,329.89,194.73,135.16,8,3,2023
2023-08-27,Teclado,Accesorios,Este,Ana,15,79.99,1199.85,551.28,648.57,8,3,2023
2023-08-28,Laptop,Computadoras,Oeste,María,16,899.99,14399.84,6025.09,8374.75,8,3,2023
2023-08-28,Mouse,Accesorios,Oeste,Ana,7,29.99,209.93,109.12,100.81,8,3,2023
2023-08-28,Teclado,Accesorios,Oeste,Carlos,10,79.99,799.9,419.73,380.17,8,3,2023
2023-08-29,Laptop,Computadoras,Sur,Luis,12,899.99,10799.88,5720.71,5079.17,8,3,2023
2023-08-29,Mouse,Accesorios,Este,Carlos,14,29.99,419.86,190.4,229.46,8,3,2023
2023-08-29,Teclado,Accesorios,Oeste,Ana,5,79.99,399.95,161.19,238.76,8,3,2023
2023-08-30,Laptop,Computadoras,Norte,Ana,18,899.99,16199.82,9606.54,6593.28,8,3,2023
2023-08-30,Mouse,Accesorios,Norte,Pedro,5,29.99,149.95,67.5,82.45,8,3,2023
2023-08-30,Teclado,Accesorios,Norte,María,3,79.99,239.97,128.43,111.54,8,3,2023
2023-08-31,Laptop,Computadoras,Este,María,5,899.99,4499.95,2435.94,2064.01,8,3,2023
2023-08-31,Mouse,Accesorios,Este,Carlos,17,29.99,509.83,266.13,243.7,8,3,2023
2023-08-31,Teclado,Accesorios,Norte,Luis,19,79.99,1519.81,703.04,816.77,8,3,2023
2023-09-01,Laptop,Computadoras,Oeste,María,19,899.99,17099.81,7767.06,9332.75,9,3,2023
2023-09-01,Mouse,Accesorios,Este,Pedro,12,29.99,359.88,186.97,172.91,9,3,2023
2023-09-01,Teclado,Accesorios,Norte,Carlos,9,79.99,719.91,412.67,307.24,9,3,2023
2023-09-02,Laptop,Computadoras,Norte,Carlos,1,899.99,899.99,530.41,369.58,9,3,2023
2023-09-02,Mouse,Accesorios,Oeste,Pedro,18,29.99,539.82,227.36,312.46,9,3,2023
2023-09-02,Teclado,Accesorios,Sur,Luis,4,79.99,319.96,137.89,182.07,9,3,2023
2023-09-03,Laptop,Computadoras,Este,Pedro,10,899.99,8999.9,5300.47,3699.43,9,3,2023
2023-09-03,Mouse,Accesorios,Oeste,Luis,7,29.99,209.93,114.9,95.03,9,3,2023
2023-09-03,Teclado,Accesorios,Norte,Pedro,1,79.99,79.99,46.12,33.87,9,3,2023
2023-09-04,Laptop,Computadoras,Norte,Pedro,17,899.99,15299.83,6739.98,8559.85,9,3,2023
2023-09-04,Mouse,Accesorios,Oeste,Ana,2,29.99,59.98,31.04,28.94,9,3,2023
2023-09-04,Teclado,Accesorios,Este,Carlos,11,79.99,879.89,475.34,404.55,9,3,2023
2023-09-05,Laptop,Computadoras,Sur,Pedro,9,899.99,8099.91,4341.73,3758.18,9,3,2023
2023-09-05,Mouse,Accesorios,Sur,Pedro,7,29.99,209.93,101.11,108.82,9,3,2023
2023-09-05,Teclado,Accesorios,Norte,María,17,79.99,1359.83,548.12,811.71,9,3,2023
2023-09-06,Laptop,Computadoras,Este,Carlos,17,899.99,15299.83,7903.67,7396.16,9,3,2023
2023-09-06,Mouse,Accesorios,Sur,María,2,29.99,59.98,27.03,32.95,9,3,2023
2023-09-06,Teclado,Accesorios,Este,Carlos,6,79.99,479.94,235.2,244.74,9,3,2023
2023-09-07,Laptop,Computadoras,Este,María,14,899.99,12599.86,7453.02,5146.84,9,3,2023
2023-09-07,Mouse,Accesorios,Norte,Pedro,6,29.99,179.94,86.34,93.6,9,3,2023
2023-09-07,Teclado,Accesorios,Sur,Pedro,2,79.99,159.98,90.86,69.12,9,3,2023
2023-09-08,Laptop,Computadoras,Oeste,Ana,1,899.99,899.99,393.93,506.06,9,3,2023
2023-09-08,Mouse,Accesorios,Norte,María,10,29.99,299.9,160.29,139.61,9,3,2023
2023-09-08,Teclado,Accesorios,Sur,Luis,5,79.99,399.95,238.13,161.82,9,3,2023
2023-09-09,Laptop,Computadoras,Sur,Ana,2,899.99,1799.98,756.67,1043.31,9,3,2023
2023-09-09,Mouse,Accesorios,Sur,María,16,29.99,479.84,192.73,287.11,9,3,2023
2023-09-09,Teclado,Accesorios,Sur,María,2,79.99,159.98,77.86,82.12,9,3,2023
2023-09-10,Laptop,Computadoras,Sur,Ana,10,899.99,8999.9,3766.68,5233.22,9,3,2023
2023-09-10,Mouse,Accesorios,Este,Pedro,2,29.99,59.98,32.97,27.01,9,3,2023
2023-09-10,Teclado,Accesorios,Norte,María,16,79.99,1279.84,746.03,533.81,9,3,2023
2023-09-11,Laptop,Computadoras,Este,Pedro,16,899.99,14399.84,7009.9,7389.94,9,3,2023
2023-09-11,Mouse,Accesorios,Oeste,Ana,19,29.99,569.81,257.41,312.4,9,3,2023
2023-09-11,Teclado,Accesorios,Sur,Pedro,7,79.99,559.93,272.62,287.31,9,3,2023
2023-09-12,Laptop,Computadoras,Norte,Carlos,12,899.99,10799.88,5882.58,4917.3,9,3,2023
2023-09-12,Mouse,Accesorios,Sur,Luis,15,29.99,449.85,180.75,269.1,9,3,2023
2023-09-12,Teclado,Accesorios,Norte,María,8,79.99,639.92,331.41,308.51,9,3,2023
2023-09-13,Laptop,Computadoras,Este,Luis,6,899.99,5399.94,2822.32,2577.62,9,3,2023
2023-09-13,Mouse,Accesorios,Norte,Pedro,10,29.99,299.9,158.21,141.69,9,3,2023
2023-09-13,Teclado,Accesorios,Oeste,María,3,79.99,239.97,107.6,132.37,9,3,2023
2023-09-14,Laptop,Computadoras,Oeste,Pedro,19,899.99,17099.81,9281.96,7817.85,9,3,2023
2023-09-14,Mouse,Accesorios,Norte,Carlos,17,29.99,509.83,213.25,296.58,9,3,2023
2023-09-14,Teclado,Accesorios,Norte,Ana,7,79.99,559.93,246.29,313.64,9,3,2023
2023-09-15,Laptop,Computadoras,Norte,María,4,899.99,3599.96,2071.76,1528.2,9,3,2023
2023-09-15,Mouse,Accesorios,Norte,Carlos,14,29.99,419.86,229.98,189.88,9,3,2023
2023-09-15,Teclado,Accesorios,Oeste,Carlos,15,79.99,1199.85,483.24,716.61,9,3,2023
2023-09-16,Laptop,Computadoras,Sur,María,8,899.99,7199.92,3237.63,3962.29,9,3,2023
2023-09-16,Mouse,Accesorios,Norte,Pedro,15,29.99,449.85,199.23,250.62,9,3,2023
2023-09-16,Teclado,Accesorios,Norte,Carlos,14,79.99,1119.86,508.6,611.26,9,3,2023
2023-09-17,Laptop,Computadoras,Oeste,Luis,9,899.99,8099.91,3641.01,4458.9,9,3,2023
2023-09-17,Mouse,Accesorios,Oeste,Carlos,8,29.99,239.92,98.97,140.95,9,3,2023
2023-09-17,Teclado,Accesorios,Este,Pedro,17,79.99,1359.83,668.75,691.08,9,3,2023
2023-09-18,Laptop,Computadoras,Norte,Pedro,2,899.99,1799.98,983.77,816.21,9,3,2023
2023-09-18,Mouse,Accesorios,Este,Luis,3,29.99,89.97,46.91,43.06,9,3,2023
2023-09-18,Teclado,Accesorios,Oeste,Carlos,8,79.99,639.92,342.08,297.84,9,3,2023
2023-09-19,Laptop,Computadoras,Oeste,Pedro,12,899.99,10799.88,4495.23,6304.65,9,3,2023
2023-09-19,Mouse,Accesorios,Sur,María,1,29.99,29.99,17.7,12.29,9,3,2023
2023-09-19,Teclado,Accesorios,Norte,Ana,10,79.99,799.9,454.1,345.8,9,3,2023
2023-09-20,Laptop,Computadoras,Este,Ana,3,899.99,2699.97,1514.73,1185.24,9,3,2023
2023-09-20,Mouse,Accesorios,Oeste,Ana,6,29.99,179.94,101.59,78.35,9,3,2023
2023-09-20,Teclado,Accesorios,Oeste,Carlos,7,79.99,559.93,328.42,231.51,9,3,2023
2023-09-21,Laptop,Computadoras,Este,Luis,18,899.99,16199.82,8243.29,7956.53,9,3,2023
2023-09-21,Mouse,Accesorios,Sur,Pedro,11,29.99,329.89,145.17,184.72,9,3,2023
2023-09-21,Teclado,Accesorios,Oeste,María,19,79.99,1519.81,795.4,724.41,9,3,2023
2023-09-22,Laptop,Computadoras,Norte,María,5,899.99,4499.95,2468.57,2031.38,9,3,2023
2023-09-22,Mouse,Accesorios,Oeste,Carlos,19,29.99,569.81,312.02,257.79,9,3,2023
2023-09-22,Teclado,Accesorios,Norte,Ana,11,79.99,879.89,443.72,436.17,9,3,2023
2023-09-23,Laptop,Computadoras,Este,Carlos,12,899.99,10799.88,4467.82,6332.06,9,3,2023
2023-09-23,Mouse,Accesorios,Norte,Luis,10,29.99,299.9,142.22,157.68,9,3,2023
2023-09-23,Teclado,Accesorios,Este,Luis,8,79.99,639.92,373.81,266.11,9,3,2023
2023-09-24,Laptop,Computadoras,Norte,Pedro,9,899.99,8099.91,4186.76,3913.15,9,3,2023
2023-09-24,Mouse,Accesorios,Este,Pedro,4,29.99,119.96,60.9,59.06,9,3,2023
