id,nombre,categoria,precio,cantidad,fecha
4054,Producto_4054,Electrónica,321.86,89,2034-02-05
4055,Producto_4055,Hogar,579.79,86,2034-02-06
4056,Producto_4056,Electrónica,951.09,13,2034-02-07
4057,Producto_4057,Hogar,860.54,17,2034-02-08
4058,Producto_4058,Electrónica,236.07,44,2034-02-09
4059,Producto_4059,Deportes,227.91,13,2034-02-10
4060,Producto_4060,Deportes,209.16,90,2034-02-11
4061,Producto_4061,Hogar,923.27,73,2034-02-12
4062,Producto_4062,Electrónica,854.14,5,2034-02-13
4063,Producto_4063,Ropa,777.13,33,2034-02-14
4064,Producto_4064,Electrónica,398.81,4,2034-02-15
4065,Producto_4065,Deportes,509.34,92,2034-02-16
4066,Producto_4066,Deportes,469.69,26,2034-02-17
4067,Producto_4067,Electrónica,260.86,68,2034-02-18
4068,Producto_4068,Electrónica,509.98,16,2034-02-19
4069,Producto_4069,Ropa,40.19,22,2034-02-20
4070,Producto_4070,Ropa,140.49,36,2034-02-21
4071,Producto_4071,Electrónica,887.72,58,2034-02-22
4072,Producto_4072,Electrónica,754.16,55,2034-02-23
4073,Producto_4073,Electrónica,428.64,35,2034-02-24
4074,Producto_4074,Electrónica,521.98,25,2034-02-25
4075,Producto_4075,Hogar,376.3,72,2034-02-26
4076,Producto_4076,Electrónica,743.37,81,2034-02-27
4077,Producto_4077,Ropa,786.35,61,2034-02-28
4078,Producto_4078,Deportes,765.65,18,2034-03-01
4079,Producto_4079,Hogar,725.39,58,2034-03-02
4080,Producto_4080,Electrónica,212.46,76,2034-03-03
4081,Producto_4081,Deportes,344.59,57,2034-03-04
4082,Producto_4082,Hogar,475.15,97,2034-03-05
4083,Producto_4083,Deportes,337.49,87,2034-03-06
4084,Producto_4084,Electrónica,757.39,63,2034-03-07
4085,Producto_4085,Electrónica,336.06,12,2034-03-08
4086,Producto_4086,Ropa,146.85,11,2034-03-09
4087,Producto_4087,Electrónica,405.05,13,2034-03-10
4088,Producto_4088,Electrónica,980.12,35,2034-03-11
4089,Producto_4089,Hogar,233.62,27,2034-03-12
4090,Producto_4090,Ropa,616.04,89,2034-03-13
4091,Producto_4091,Hogar,438.64,67,2034-03-14
4092,Producto_4092,Deportes,80.31,89,2034-03-15
4093,Producto_4093,Electrónica,493.0,45,2034-03-16
4094,Producto_4094,Deportes,705.14,74,2034-03-17
4095,Producto_4095,Hogar,518.09,81,2034-03-18
4096,Producto_4096,Electrónica,873.39,67,2034-03-19
4097,Producto_4097,Electrónica,296.05,22,2034-03-20
4098,Producto_4098,Hogar,95.39,78,2034-03-21
4099,Producto_4099,Hogar,937.2,91,2034-03-22
4100,Producto_4100,Hogar,384.41,42,2034-03-23
4101,Producto_4101,Hogar,580.64,20,2034-03-24
4102,Producto_4102,Hogar,794.08,48,2034-03-25
4103,Producto_4103,Electrónica,331.07,18,2034-03-26
4104,Producto_4104,Hogar,719.0,77,2034-03-27
4105,Producto_4105,Electrónica,144.06,70,2034-03-28
4106,Producto_4106,Electrónica,298.38,74,2034-03-29
4107,Producto_4107,Hogar,153.26,93,2034-03-30
4108,Producto_4108,Hogar,813.12,6,2034-03-31
4109,Producto_4109,Ropa,230.42,39,2034-04-01
4110,Producto_4110,Electrónica,720.23,11,2034-04-02
4111,Producto_4111,Hogar,943.87,25,2034-04-03
4112,Producto_4112,Hogar,532.49,94,2034-04-04
4113,Producto_4113,Hogar,544.63,55,2034-04-05
4114,Producto_4114,Ropa,466.42,84,2034-04-06
4115,Producto_4115,Ropa,332.63,58,2034-04-07
4116,Producto_4116,Deportes,480.9,37,2034-04-08
4117,Producto_4117,Electrónica,606.78,16,2034-04-09
4118,Producto_4118,Deportes,986.13,95,2034-04-10
4119,Producto_4119,Hogar,938.39,93,2034-04-11
4120,Producto_4120,Ropa,863.53,70,2034-04-12
4121,Producto_4121,Ropa,890.24,93,2034-04-13
4122,Producto_4122,Deportes,473.17,96,2034-04-14
4123,Producto_4123,Ropa,660.87,73,2034-04-15
4124,Producto_4124,Hogar,896.12,37,2034-04-16
4125,Producto_4125,Ropa,399.02,53,2034-04-17
4126,Producto_4126,Deportes,962.14,87,2034-04-18
4127,Producto_4127,Hogar,421.63,16,2034-04-19
4128,Producto_4128,Deportes,605.07,18,2034-04-20
4129,Producto_4129,Ropa,712.71,19,2034-04-21
4130,Producto_4130,Deportes,951.09,44,2034-04-22
4131,Producto_4131,Deportes,252.17,2,2034-04-23
4132,Producto_4132,Electrónica,748.67,58,2034-04-24
4133,Producto_4133,Ropa,525.61,10,2034-04-25
4134,Producto_4134,Ropa,275.87,76,2034-04-26
4135,Producto_4135,Deportes,778.84,46,2034-04-27
4136,Producto_4136,Electrónica,556.7,82,2034-04-28
4137,Producto_4137,Ropa,664.36,19,2034-04-29
4138,Producto_4138,Hogar,329.67,38,2034-04-30
4139,Producto_4139,Deportes,486.46,37,2034-05-01
4140,Producto_4140,Ropa,621.18,91,2034-05-02
4141,Producto_4141,Hogar,410.86,78,2034-05-03
4142,Producto_4142,Ropa,206.39,45,2034-05-04
4143,Producto_4143,Hogar,962.02,34,2034-05-05
4144,Producto_4144,Deportes,516.35,2,2034-05-06
4145,Producto_4145,Ropa,736.58,44,2034-05-07
4146,Producto_4146,Ropa,416.94,97,2034-05-08
4147,Producto_4147,Electrónica,361.58,83,2034-05-09
4148,Producto_4148,Deportes,413.09,27,2034-05-10
4149,Producto_4149,Hogar,415.1,48,2034-05-11
4150,Producto_4150,Ropa,548.74,94,2034-05-12
4151,Producto_4151,Ropa,548.04,7,2034-05-13
4152,Producto_4152,Hogar,502.18,27,2034-05-14
4153,Producto_4153,Deportes,143.44,85,2034-05-15
4154,Producto_4154,Electrónica,501.11,71,2034-05-16
4155,Producto_4155,Electrónica,177.41,89,2034-05-17
4156,Producto_4156,Ropa,134.87,18,2034-05-18
4157,Producto_4157,Hogar,933.32,33,2034-05-19
4158,Producto_4158,Ropa,608.9,33,2034-05-20
4159,Producto_4159,Hogar,662.9,96,2034-05-21
4160,Producto_4160,Electrónica,407.78,25,2034-05-22
4161,Producto_4161,Deportes,909.89,14,2034-05-23
4162,Producto_4162,Hogar,641.55,38,2034-05-24
4163,Producto_4163,Electrónica,771.48,38,2034-05-25
4164,Producto_4164,Ropa,374.88,4,2034-05-26
4165,Producto_4165,Hogar,960.41,62,2034-05-27
4166,Producto_4166,Deportes,822.26,82,2034-05-28
4167,Producto_4167,Ropa,855.41,10,2034-05-29
4168,Producto_4168,Ropa,180.47,35,2034-05-30
4169,Producto_4169,Electrónica,278.25,99,2034-05-31
4170,Producto_4170,Hogar,292.77,23,2034-06-01
4171,Producto_4171,Ropa,278.2,89,2034-06-02
4172,Producto_4172,Deportes,856.85,65,2034-06-03
4173,Producto_4173,Hogar,41.57,82,2034-06-04
4174,Producto_4174,Deportes,85.34,79,2034-06-05
4175,Producto_4175,Ropa,281.18,25,2034-06-06
4176,Producto_4176,Deportes,207.87,96,2034-06-07
4177,Producto_4177,Electrónica,239.54,53,2034-06-08
4178,Producto_4178,Deportes,799.96,84,2034-06-09
4179,Producto_4179,Hogar,567.5,17,2034-06-10
4180,Producto_4180,Deportes,15.71,57,2034-06-11
4181,Producto_4181,Deportes,435.03,75,2034-06-12
4182,Producto_4182,Electrónica,413.81,77,2034-06-13
4183,Producto_4183,Deportes,122.81,89,2034-06-14
4184,Producto_4184,Deportes,679.38,20,2034-06-15
4185,Producto_4185,Ropa,705.08,25,2034-06-16
4186,Producto_4186,Ropa,723.68,42,2034-06-17
4187,Producto_4187,Hogar,731.19,45,2034-06-18
4188,Producto_4188,Ropa,10.05,31,2034-06-19
4189,Producto_4189,Ropa,954.38,65,2034-06-20
4190,Producto_4190,Ropa,816.07,52,2034-06-21
4191,Producto_4191,Ropa,904.94,80,2034-06-22
4192,Producto_4192,Electrónica,25.49,92,2034-06-23
4193,Producto_4193,Ropa,934.52,21,2034-06-24
4194,Producto_4194,Electrónica,811.69,30,2034-06-25
4195,Producto_4195,Electrónica,838.85,3,2034-06-26
4196,Producto_4196,Ropa,102.35,98,2034-06-27
4197,Producto_4197,Deportes,741.39,70,2034-06-28
4198,Producto_4198,Electrónica,960.32,43,2034-06-29
4199,Producto_4199,Deportes,681.76,29,2034-06-30
4200,Producto_4200,Deportes,574.86,3,2034-07-01
4201,Producto_4201,Ropa,946.17,58,2034-07-02
4202,Producto_4202,Hogar,448.51,33,2034-07-03
4203,Producto_4203,Ropa,603.3,75,2034-07-04
4204,Producto_4204,Hogar,481.57,45,2034-07-05
4205,Producto_4205,Hogar,933.52,69,2034-07-06
4206,Producto_4206,Ropa,85.32,32,2034-07-07
4207,Producto_4207,Ropa,506.11,82,2034-07-08
4208,Producto_4208,Hogar,690.08,84,2034-07-09
4209,Producto_4209,Ropa,793.99,52,2034-07-10
4210,Producto_4210,Hogar,587.19,64,2034-07-11
4211,Producto_4211,Deportes,909.83,40,2034-07-12
4212,Producto_4212,Ropa,942.57,92,2034-07-13
4213,Producto_4213,Deportes,73.68,13,2034-07-14
4214,Producto_4214,Electrónica,408.35,90,2034-07-15
4215,Producto_4215,Deportes,33.22,80,2034-07-16
4216,Producto_4216,Deportes,336.12,89,2034-07-17
4217,Producto_4217,Hogar,541.5,74,2034-07-18
4218,Producto_4218,Deportes,911.69,29,2034-07-19
4219,Producto_4219,Ropa,848.09,63,2034-07-20
4220,Producto_4220,Hogar,136.22,84,2034-07-21
4221,Producto_4221,Electrónica,102.1,26,2034-07-22
4222,Producto_4222,Ropa,593.37,96,2034-07-23
4223,Producto_4223,Electrónica,536.8,59,2034-07-24
4224,Producto_4224,Deportes,273.71,49,2034-07-25
4225,Producto_4225,Ropa,900.46,53,2034-07-26
4226,Producto_4226,Ropa,928.09,88,2034-07-27
4227,Producto_4227,Electrónica,408.59,31,2034-07-28
4228,Producto_4228,Ropa,891.4,12,2034-07-29
4229,Producto_4229,Ropa,390.11,58,2034-07-30
4230,Producto_4230,Ropa,739.45,36,2034-07-31
4231,Producto_4231,Deportes,481.18,10,2034-08-01
4232,Producto_4232,Electrónica,131.36,6,2034-08-02
4233,Producto_4233,Ropa,928.65,7,2034-08-03
4234,Producto_4234,Hogar,459.56,31,2034-08-04
4235,Producto_4235,Hogar,737.14,91,2034-08-05
4236,Producto_4236,Hogar,373.5,72,2034-08-06
4237,Producto_4237,Hogar,28.69,3,2034-08-07
4238,Producto_4238,Deportes,109.53,47,2034-08-08
4239,Producto_4239,Ropa,501.26,85,2034-08-09
4240,Producto_4240,Electrónica,693.06,1,2034-08-10
4241,Producto_4241,Ropa,341.39,45,2034-08-11
4242,Producto_4242,Deportes,698.53,54,2034-08-12
4243,Producto_4243,Hogar,701.65,50,2034-08-13
4244,Producto_4244,Deportes,706.9,79,2034-08-14
4245,Producto_4245,Ropa,497.6,7,2034-08-15
4246,Producto_4246,Electrónica,915.74,63,2034-08-16
4247,Producto_4247,Deportes,494.3,15,2034-08-17
4248,Producto_4248,Electrónica,455.76,89,2034-08-18
4249,Producto_4249,Deportes,207.39,67,2034-08-19
4250,Producto_4250,Electrónica,314.58,30,2034-08-20
4251,Producto_4251,Electrónica,51.91,78,2034-08-21
4252,Producto_4252,Hogar,637.2,68,2034-08-22
4253,Producto_4253,Electrónica,256.05,36,2034-08-23
4254,Producto_4254,Hogar,311.11,67,2034-08-24
4255,Producto_4255,Ropa,773.11,5,2034-08-25
4256,Producto_4256,Ropa,333.95,25,2034-08-26
4257,Producto_4257,Hogar,249.77,95,2034-08-27
4258,Producto_4258,Hogar,177.37,11,2034-08-28
4259,Producto_4259,Deportes,777.11,72,2034-08-29
4260,Producto_4260,Deportes,138.41,90,2034-08-30
4261,Producto_4261,Deportes,459.22,66,2034-08-31
4262,Producto_4262,Ropa,511.86,28,2034-09-01
4263,Producto_4263,Deportes,690.52,60,2034-09-02
4264,Producto_4264,Electrónica,636.95,10,2034-09-03
4265,Producto_4265,Electrónica,812.61,50,2034-09-04
4266,Producto_4266,Deportes,54.3,39,2034-09-05
4267,Producto_4267,Electrónica,303.48,37,2034-09-06
4268,Producto_4268,Ropa,287.33,63,2034-09-07
4269,Producto_4269,Electrónica,154.56,61,2034-09-08
4270,Producto_4270,Ropa,296.29,85,2034-09-09
4271,Producto_4271,Hogar,316.67,92,2034-09-10
4272,Producto_4272,Hogar,526.67,38,2034-09-11
4273,Producto_4273,Hogar,667.07,33,2034-09-12
4274,Producto_4274,Hogar,387.29,75,2034-09-13
4275,Producto_4275,Electrónica,722.28,45,2034-09-14
4276,Producto_4276,Deportes,342.8,44,2034-09-15
4277,Producto_4277,Electrónica,297.38,1,2034-09-16
4278,Producto_4278,Ropa,545.78,53,2034-09-17
4279,Producto_4279,Electrónica,33.48,47,2034-09-18
4280,Producto_4280,Electrónica,88.99,33,2034-09-19
4281,Producto_4281,Ropa,423.79,67,2034-09-20
4282,Producto_4282,Hogar,943.48,90,2034-09-21
4283,Producto_4283,Hogar,724.3,15,2034-09-22
4284,Producto_4284,Hogar,97.25,14,2034-09-23
4285,Producto_4285,Deportes,847.85,23,2034-09-24
4286,Producto_4286,Ropa,734.98,54,2034-09-25
4287,Producto_4287,Ropa,614.84,8,2034-09-26
4288,Producto_4288,Electrónica,822.09,54,2034-09-27
4289,Producto_4289,Deportes,410.07,36,2034-09-28
4290,Producto_4290,Hogar,229.29,84,2034-09-29
4291,Producto_4291,Deportes,516.9,52,2034-09-30
4292,Producto_4292,Ropa,553.35,6,2034-10-01
4293,Producto_4293,Ropa,542.94,97,2034-10-02
4294,Producto_4294,Electrónica,569.42,28,2034-10-03
4295,Producto_4295,Electrónica,949.22,50,2034-10-04
4296,Producto_4296,Ropa,903.22,38,2034-10-05
4297,Producto_4297,Hogar,876.96,30,2034-10-06
4298,Producto_4298,Hogar,803.4,81,2034-10-07
4299,Producto_4299,Deportes,943.99,73,2034-10-08
4300,Producto_4300,Ropa,107.51,92,2034-10-09
4301,Producto_4301,Ropa,272.47,54,2034-10-10
4302,Producto_4302,Hogar,500.11,71,2034-10-11
4303,Producto_4303,Hogar,848.07,46,2034-10-12
4304,Producto_4304,Ropa,510.11,28,2034-10-13
4305,Producto_4305,Electrónica,750.55,17,2034-10-14
4306,Producto_4306,Ropa,147.57,48,2034-10-15
4307,Producto_4307,Ropa,259.89,44,2034-10-16
4308,Producto_4308,Hogar,734.46,60,2034-10-17
4309,Producto_4309,Hogar,173.09,60,2034-10-18
4310,Producto_4310,Electrónica,357.84,5,2034-10-19
4311,Producto_4311,Electrónica,272.22,69,2034-10-20
4312,Producto_4312,Deportes,356.36,78,2034-10-21
4313,Producto_4313,Ropa,711.24,70,2034-10-22
4314,Producto_4314,Hogar,374.17,7,2034-10-23
4315,Producto_4315,Electrónica,559.71,53,2034-10-24
4316,Producto_4316,Deportes,108.93,17,2034-10-25
4317,Producto_4317,Deportes,806.97,59,2034-10-26
4318,Producto_4318,Hogar,376.19,9,2034-10-27
4319,Producto_4319,Hogar,652.05,95,2034-10-28
4320,Producto_4320,Deportes,728.14,22,2034-10-29
4321,Producto_4321,Electrónica,217.56,45,2034-10-30
4322,Producto_4322,Deportes,885.83,73,2034-10-31
4323,Producto_4323,Ropa,620.06,59,2034-11-01
4324,Producto_4324,Ropa,434.44,80,2034-11-02
4325,Producto_4325,Hogar,190.51,98,2034-11-03
4326,Producto_4326,Electrónica,942.88,13,2034-11-04
4327,Producto_4327,Electrónica,757.52,83,2034-11-05
4328,Producto_4328,Ropa,215.94,12,2034-11-06
4329,Producto_4329,Deportes,344.33,36,2034-11-07
4330,Producto_4330,Hogar,811.58,10,2034-11-08
4331,Producto_4331,Deportes,698.72,16,2034-11-09
4332,Producto_4332,Deportes,768.13,92,2034-11-10
4333,Producto_4333,Deportes,446.79,19,2034-11-11
4334,Producto_4334,Electrónica,719.31,6,2034-11-12
4335,Producto_4335,Ropa,392.63,4,2034-11-13
4336,Producto_4336,Electrónica,219.15,30,2034-11-14
4337,Producto_4337,Ropa,636.35,95,2034-11-15
4338,Producto_4338,Hogar,976.25,46,2034-11-16
4339,Producto_4339,Hogar,317.49,27,2034-11-17
4340,Producto_4340,Deportes,466.36,45,2034-11-18
4341,Producto_4341,Ropa,677.26,85,2034-11-19
4342,Producto_4342,Ropa,546.09,37,2034-11-20
4343,Producto_4343,Ropa,844.99,9,2034-11-21
4344,Producto_4344,Deportes,764.13,61,2034-11-22
4345,Producto_4345,Deportes,67.71,35,2034-11-23
4346,Producto_4346,Hogar,998.44,47,2034-11-24
4347,Producto_4347,Electrónica,754.88,21,2034-11-25
4348,Producto_4348,Ropa,865.26,17,2034-11-26
4349,Producto_4349,Ropa,654.69,55,2034-11-27
4350,Producto_4350,Electrónica,857.72,88,2034-11-28
4351,Producto_4351,Ropa,121.26,95,2034-11-29
4352,Producto_4352,Deportes,354.26,6,2034-11-30
4353,Producto_4353,Deportes,877.66,35,2034-12-01
4354,Producto_4354,Ropa,209.64,50,2034-12-02
4355,Producto_4355,Deportes,87.46,37,2034-12-03
4356,Producto_4356,Deportes,790.24,13,2034-12-04
4357,Producto_4357,Ropa,837.13,25,2034-12-05
4358,Producto_4358,Hogar,171.03,96,2034-12-06
4359,Producto_4359,Electrónica,855.8,1,2034-12-07
4360,Producto_4360,Deportes,689.9,49,2034-12-08
4361,Producto_4361,Hogar,524.88,35,2034-12-09
4362,Producto_4362,Deportes,831.95,83,2034-12-10
4363,Producto_4363,Deportes,425.06,53,2034-12-11
4364,Producto_4364,Electrónica,202.05,52,2034-12-12
4365,Producto_4365,Deportes,292.0,54,2034-12-13
4366,Producto_4366,Electrónica,510.11,76,2034-12-14
4367,Producto_4367,Electrónica,536.02,47,2034-12-15
4368,Producto_4368,Electrónica,807.53,43,2034-12-16
4369,Producto_4369,Hogar,793.44,20,2034-12-17
4370,Producto_4370,Ropa,585.55,33,2034-12-18
4371,Producto_4371,Hogar,782.98,93,2034-12-19
4372,Producto_4372,Ropa,199.86,16,2034-12-20
4373,Producto_4373,Ropa,59.56,78,2034-12-21
4374,Producto_4374,Electrónica,874.9,7,2034-12-22
4375,Producto_4375,Deportes,84.8,70,2034-12-23
4376,Producto_4376,Electrónica,254.22,21,2034-12-24
4377,Producto_4377,Deportes,698.37,36,2034-12-25
4378,Producto_4378,Ropa,415.35,86,2034-12-26
4379,Producto_4379,Electrónica,877.55,54,2034-12-27
4380,Producto_4380,Deportes,305.0,19,2034-12-28
4381,Producto_4381,Hogar,21.75,25,2034-12-29
4382,Producto_4382,Deportes,307.65,67,2034-12-30
4383,Producto_4383,Electrónica,582.29,53,2034-12-31
4384,Producto_4384,Hogar,382.18,98,2035-01-01
4385,Producto_4385,Deportes,539.52,75,2035-01-02
4386,Producto_4386,Deportes,877.83,48,2035-01-03
4387,Producto_4387,Deportes,913.36,42,2035-01-04
4388,Producto_4388,Deportes,273.31,47,2035-01-05
4389,Producto_4389,Deportes,467.52,91,2035-01-06
4390,Producto_4390,Hogar,553.65,42,2035-01-07
4391,Producto_4391,Ropa,949.62,2,2035-01-08
4392,Producto_4392,Hogar,998.63,6,2035-01-09
4393,Producto_4393,Hogar,243.05,46,2035-01-10
4394,Producto_4394,Hogar,729.71,66,2035-01-11
4395,Producto_4395,Ropa,384.25,81,2035-01-12
4396,Producto_4396,Electrónica,18.03,40,2035-01-13
4397,Producto_4397,Ropa,19.16,58,2035-01-14
4398,Producto_4398,Hogar,465.96,78,2035-01-15
4399,Producto_4399,Deportes,493.45,74,2035-01-16
4400,Producto_4400,Deportes,32.34,33,2035-01-17
4401,Producto_4401,Hogar,690.06,62,2035-01-18
4402,Producto_4402,Deportes,301.06,12,2035-01-19
4403,Producto_4403,Hogar,564.29,96,2035-01-20
4404,Producto_4404,Deportes,307.91,49,2035-01-21
4405,Producto_4405,Ropa,175.46,88,2035-01-22
4406,Producto_4406,Electrónica,413.1,78,2035-01-23
4407,Producto_4407,Electrónica,239.95,5,2035-01-24
4408,Producto_4408,Ropa,539.45,51,2035-01-25
4409,Producto_4409,Ropa,206.84,69,2035-01-26
4410,Producto_4410,Hogar,513.32,32,2035-01-27
4411,Producto_4411,Hogar,165.8,49,2035-01-28
4412,Producto_4412,Hogar,674.26,97,2035-01-29
4413,Producto_4413,Deportes,756.4,60,2035-01-30
4414,Producto_4414,Hogar,119.29,46,2035-01-31
4415,Producto_4415,Ropa,473.12,68,2035-02-01
4416,Producto_4416,Electrónica,80.16,94,2035-02-02
4417,Producto_4417,Deportes,602.2,41,2035-02-03
4418,Producto_4418,Hogar,271.76,81,2035-02-04
4419,Producto_4419,Deportes,532.35,67,2035-02-05
4420,Producto_4420,Deportes,522.29,13,2035-02-06
4421,Producto_4421,Hogar,925.11,18,2035-02-07
4422,Producto_4422,Deportes,553.59,87,2035-02-08
4423,Producto_4423,Electrónica,587.17,99,2035-02-09
4424,Producto_4424,Ropa,407.64,97,2035-02-10
4425,Producto_4425,Ropa,949.59,51,2035-02-11
4426,Producto_4426,Electrónica,779.41,36,2035-02-12
4427,Producto_4427,Deportes,292.55,81,2035-02-13
4428,Producto_4428,Hogar,845.77,34,2035-02-14
4429,Producto_4429,Deportes,438.07,12,2035-02-15
4430,Producto_4430,Electrónica,830.38,5,2035-02-16
4431,Producto_4431,Deportes,824.66,48,2035-02-17
4432,Producto_4432,Ropa,196.98,91,2035-02-18
4433,Producto_4433,Deportes,704.13,40,2035-02-19
4434,Producto_4434,Electrónica,297.74,13,2035-02-20
4435,Producto_4435,Ropa,304.52,26,2035-02-21
4436,Producto_4436,Deportes,303.38,14,2035-02-22
4437,Producto_4437,Deportes,728.31,96,2035-02-23
4438,Producto_4438,Ropa,237.53,11,2035-02-24
4439,Producto_4439,Hogar,10.9,38,2035-02-25
4440,Producto_4440,Ropa,718.08,80,2035-02-26
4441,Producto_4441,Hogar,179.47,57,2035-02-27
4442,Producto_4442,Electrónica,113.44,22,2035-02-28
4443,Producto_4443,Electrónica,245.14,16,2035-03-01
4444,Producto_4444,Ropa,386.1,77,2035-03-02
4445,Producto_4445,Ropa,481.15,76,2035-03-03
4446,Producto_4446,Electrónica,54.12,82,2035-03-04
4447,Producto_4447,Hogar,970.87,29,2035-03-05
4448,Producto_4448,Electrónica,718.9,82,2035-03-06
4449,Producto_4449,Ropa,329.96,2,2035-03-07
4450,Producto_4450,Electrónica,325.51,54,2035-03-08
4451,Producto_4451,Ropa,454.06,2,2035-03-09
4452,Producto_4452,Ropa,629.98,3,2035-03-10
4453,Producto_4453,Electrónica,154.91,93,2035-03-11
4454,Producto_4454,Hogar,197.04,56,2035-03-12
4455,Producto_4455,Deportes,860.84,72,2035-03-13
4456,Producto_4456,Electrónica,263.69,11,2035-03-14
4457,Producto_4457,Deportes,386.39,76,2035-03-15
4458,Producto_4458,Electrónica,872.56,32,2035-03-16
4459,Producto_4459,Deportes,666.52,4,2035-03-17
4460,Producto_4460,Hogar,348.29,9,2035-03-18
4461,Producto_4461,Hogar,686.86,88,2035-03-19
4462,Producto_4462,Electrónica,29.49,56,2035-03-20
4463,Producto_4463,Ropa,738.29,16,2035-03-21
4464,Producto_4464,Deportes,492.15,81,2035-03-22
4465,Producto_4465,Ropa,815.05,86,2035-03-23
4466,Producto_4466,Ropa,955.09,71,2035-03-24
4467,Producto_4467,Ropa,926.53,10,2035-03-25
4468,Producto_4468,Hogar,910.17,93,2035-03-26
4469,Producto_4469,Electrónica,517.05,36,2035-03-27
4470,Producto_4470,Electrónica,366.54,24,2035-03-28
4471,Producto_4471,Hogar,470.38,64,2035-03-29
4472,Producto_4472,Hogar,693.0,56,2035-03-30
4473,Producto_4473,Electrónica,885.16,78,2035-03-31
4474,Producto_4474,Ropa,214.92,78,2035-04-01
4475,Producto_4475,Deportes,919.01,89,2035-04-02
4476,Producto_4476,Deportes,817.03,22,2035-04-03
4477,Producto_4477,Deportes,979.07,52,2035-04-04
4478,Producto_4478,Ropa,881.45,50,2035-04-05
4479,Producto_4479,Electrónica,287.14,47,2035-04-06
4480,Producto_4480,Hogar,114.9,23,2035-04-07
4481,Producto_4481,Electrónica,121.12,96,2035-04-08
4482,Producto_4482,Ropa,298.31,90,2035-04-09
4483,Producto_4483,Hogar,618.04,91,2035-04-10
4484,Producto_4484,Ropa,806.28,76,2035-04-11
4485,Producto_4485,Deportes,900.26,83,2035-04-12
4486,Producto_4486,Deportes,627.52,19,2035-04-13
4487,Producto_4487,Ropa,15.57,52,2035-04-14
4488,Producto_4488,Hogar,194.45,34,2035-04-15
4489,Producto_4489,Hogar,108.73,96,2035-04-16
4490,Producto_4490,Electrónica,369.69,29,2035-04-17
4491,Producto_4491,Deportes,506.34,61,2035-04-18
4492,Producto_4492,Electrónica,52.96,85,2035-04-19
4493,Producto_4493,Electrónica,354.99,35,2035-04-20
4494,Producto_4494,Ropa,187.39,5,2035-04-21
4495,Producto_4495,Ropa,650.6,76,2035-04-22
4496,Producto_4496,Electrónica,469.63,7,2035-04-23
4497,Producto_4497,Deportes,500.36,41,2035-04-24
4498,Producto_4498,Ropa,433.41,2,2035-04-25
4499,Producto_4499,Electrónica,956.46,89,2035-04-26
4500,Producto_4500,Electrónica,222.59,10,2035-04-27
4501,Producto_4501,Electrónica,521.5,44,2035-04-28
4502,Producto_4502,Electrónica,738.66,70,2035-04-29
4503,Producto_4503,Electrónica,561.28,91,2035-04-30
4504,Producto_4504,Electrónica,929.73,35,2035-05-01
4505,Producto_4505,Ropa,384.19,62,2035-05-02
4506,Producto_4506,Deportes,469.04,74,2035-05-03
4507,Producto_4507,Electrónica,97.64,73,2035-05-04
4508,Producto_4508,Hogar,612.91,20,2035-05-05
4509,Producto_4509,Ropa,295.33,35,2035-05-06
4510,Producto_4510,Ropa,168.71,37,2035-05-07
4511,Producto_4511,Electrónica,549.09,72,2035-05-08
4512,Producto_4512,Ropa,536.99,54,2035-05-09
4513,Producto_4513,Electrónica,85.11,95,2035-05-10
4514,Producto_4514,Deportes,701.23,80,2035-05-11
4515,Producto_4515,Deportes,627.53,28,2035-05-12
4516,Producto_4516,Ropa,197.13,70,2035-05-13
4517,Producto_4517,Ropa,474.74,32,2035-05-14
4518,Producto_4518,Hogar,723.12,92,2035-05-15
4519,Producto_4519,Ropa,534.14,11,2035-05-16
4520,Producto_4520,Hogar,401.53,42,2035-05-17
4521,Producto_4521,Deportes,329.12,23,2035-05-18
4522,Producto_4522,Deportes,614.29,30,2035-05-19
4523,Producto_4523,Electrónica,939.72,9,2035-05-20
4524,Producto_4524,Deportes,675.03,92,2035-05-21
4525,Producto_4525,Hogar,84.0,88,2035-05-22
4526,Producto_4526,Ropa,466.08,59,2035-05-23
4527,Producto_4527,Electrónica,891.92,28,2035-05-24
4528,Producto_4528,Hogar,103.52,88,2035-05-25
4529,Producto_4529,Ropa,988.99,79,2035-05-26
4530,Producto_4530,Electrónica,949.58,33,2035-05-27
4531,Producto_4531,Deportes,87.49,47,2035-05-28
4532,Producto_4532,Hogar,934.08,98,2035-05-29
4533,Producto_4533,Ropa,369.5,22,2035-05-30
4534,Producto_4534,Electrónica,846.26,29,2035-05-31
4535,Producto_4535,Electrónica,424.2,34,2035-06-01
4536,Producto_4536,Deportes,446.45,42,2035-06-02
4537,Producto_4537,Ropa,637.9,52,2035-06-03
4538,Producto_4538,Deportes,776.73,47,2035-06-04
4539,Producto_4539,Deportes,43.45,74,2035-06-05
4540,Producto_4540,Ropa,597.22,51,2035-06-06
4541,Producto_4541,Ropa,194.87,45,2035-06-07
4542,Producto_4542,Ropa,352.49,94,2035-06-08
4543,Producto_4543,Hogar,354.49,75,2035-06-09
4544,Producto_4544,Ropa,474.37,34,2035-06-10
4545,Producto_4545,Electrónica,340.8,21,2035-06-11
4546,Producto_4546,Deportes,116.29,13,2035-06-12
4547,Producto_4547,Hogar,154.17,54,2035-06-13
